college,topic,count,URL,TopicForAuthors,first_Author,URL_forAuthor1,second_Author,URL_forAuthor2,third_Author,URL_forAuthor3
College of Computing & Informatics,speech interface,1,https:\/\/pages.charlotte.edu\/connections\/links\/speech-interface\/,speech interface,Dale-Marie Wilson,https://pages.charlotte.edu/connections/people/dwilso1/,,,,
College of Computing & Informatics,virtual agents,1,https:\/\/pages.charlotte.edu\/connections\/links\/virtual-agents\/,virtual agents,Dale-Marie Wilson,https://pages.charlotte.edu/connections/people/dwilso1/,,,,
College of Computing & Informatics,deepQA,1,https:\/\/pages.charlotte.edu\/connections\/links\/deepqa\/,deepQA,Wlodek Zadrozny,https://pages.charlotte.edu/connections/people/wzadrozn/,,,,
College of Computing & Informatics,program-proof co-development,1,https:\/\/pages.charlotte.edu\/connections\/links\/program-proof-co-development\/,program-proof co-development,Meera Sridhar,https://pages.charlotte.edu/connections/people/msridhar/,,,,
College of Computing & Informatics,natural language understanding,1,https:\/\/pages.charlotte.edu\/connections\/links\/natural-language-understanding\/,natural language understanding,Wlodek Zadrozny,https://pages.charlotte.edu/connections/people/wzadrozn/,,,,
College of Computing & Informatics,medical imaging,1,https:\/\/pages.charlotte.edu\/connections\/links\/medical-imaging\/,medical imaging,,,,,,
College of Computing & Informatics,cyber agility,1,https:\/\/pages.charlotte.edu\/connections\/links\/cyber-agility\/,cyber agility,,,,,,
College of Computing & Informatics,intrusion detection,1,https:\/\/pages.charlotte.edu\/connections\/links\/intrusion-detection\/,intrusion detection,,,,,,
College of Computing & Informatics,moving target defense,1,https:\/\/pages.charlotte.edu\/connections\/links\/moving-target-defense\/,moving target defense,,,,,,
College of Computing & Informatics,security configuration analytics,1,https:\/\/pages.charlotte.edu\/connections\/links\/security-configuration-analytics\/,security configuration analytics,,,,,,
College of Computing & Informatics,security metrics,1,https:\/\/pages.charlotte.edu\/connections\/links\/security-metrics\/,security metrics,,,,,,
College of Computing & Informatics,computer integrated manufacturing,1,https:\/\/pages.charlotte.edu\/connections\/links\/computer-integrated-manufacturing\/,computer integrated manufacturing,Bei-Tseng Chu,https://pages.charlotte.edu/connections/people/billchu/,,,,
College of Computing & Informatics,electronic commerce,1,https:\/\/pages.charlotte.edu\/connections\/links\/electronic-commerce\/,electronic commerce,Bei-Tseng Chu,https://pages.charlotte.edu/connections/people/billchu/,,,,
College of Computing & Informatics,enterprise integration,1,https:\/\/pages.charlotte.edu\/connections\/links\/enterprise-integration\/,enterprise integration,Bei-Tseng Chu,https://pages.charlotte.edu/connections/people/billchu/,,,,
College of Computing & Informatics,security policies,1,https:\/\/pages.charlotte.edu\/connections\/links\/security-policies\/,security policies,Meera Sridhar,https://pages.charlotte.edu/connections/people/msridhar/,,,,
College of Computing & Informatics,program equivalence,1,https:\/\/pages.charlotte.edu\/connections\/links\/program-equivalence\/,program equivalence,Meera Sridhar,https://pages.charlotte.edu/connections/people/msridhar/,,,,
College of Computing & Informatics,information security,1,https:\/\/pages.charlotte.edu\/connections\/links\/information-security\/,information security,SungJune Park,https://pages.charlotte.edu/connections/people/sungjune-park/,Bei-Tseng Chu,https://pages.charlotte.edu/connections/people/billchu/,,
College of Computing & Informatics,medical informatics,1,https:\/\/pages.charlotte.edu\/connections\/links\/medical-informatics\/,medical informatics,Mohamed Shehab,https://pages.charlotte.edu/connections/people/mshehab/,,,,
College of Computing & Informatics,gamification,1,https:\/\/pages.charlotte.edu\/connections\/links\/gamification\/,gamification,,,,,,
College of Computing & Informatics,serious games,1,https:\/\/pages.charlotte.edu\/connections\/links\/serious-games\/,serious games,,,,,,
College of Computing & Informatics,computer interactions,1,https:\/\/pages.charlotte.edu\/connections\/links\/computer-interactions\/,computer interactions,,,,,,
College of Computing & Informatics,usable privacy,1,https:\/\/pages.charlotte.edu\/connections\/links\/usable-privacy\/,usable privacy,Heather Lipford,https://pages.charlotte.edu/connections/people/richter/,,,,
College of Computing & Informatics,usable security,1,https:\/\/pages.charlotte.edu\/connections\/links\/usable-security\/,usable security,Heather Lipford,https://pages.charlotte.edu/connections/people/richter/,,,,
College of Computing & Informatics,design,1,https:\/\/pages.charlotte.edu\/connections\/links\/design\/,design,Catty Dan Zhang,https://pages.charlotte.edu/connections/people/dzhang14/,Lidia Klein,https://pages.charlotte.edu/connections/people/lklein7/,Cynthia Frank,https://pages.charlotte.edu/connections/people/cfrank18/
College of Computing & Informatics,data analytics,1,https:\/\/pages.charlotte.edu\/connections\/links\/data-analytics\/,data analytics,Xi Niu,https://pages.charlotte.edu/connections/people/xniu2/,Matthew Phillips,https://pages.charlotte.edu/connections/people/matthew-phillips/,,
College of Computing & Informatics,interactive information retrieval,1,https:\/\/pages.charlotte.edu\/connections\/links\/interactive-information-retrieval\/,interactive information retrieval,Xi Niu,https://pages.charlotte.edu/connections/people/xniu2/,,,,
College of Computing & Informatics,search behavior,1,https:\/\/pages.charlotte.edu\/connections\/links\/search-behavior\/,search behavior,Xi Niu,https://pages.charlotte.edu/connections/people/xniu2/,,,,
College of Computing & Informatics,access control,1,https:\/\/pages.charlotte.edu\/connections\/links\/access-control\/,access control,Mohamed Shehab,https://pages.charlotte.edu/connections/people/mshehab/,,,,
College of Computing & Informatics,mobile applications,1,https:\/\/pages.charlotte.edu\/connections\/links\/mobile-applications\/,mobile applications,Mohamed Shehab,https://pages.charlotte.edu/connections/people/mshehab/,,,,
College of Computing & Informatics,model-checking,1,https:\/\/pages.charlotte.edu\/connections\/links\/model-checking\/,model-checking,Meera Sridhar,https://pages.charlotte.edu/connections/people/msridhar/,,,,
College of Computing & Informatics,mobile health,1,https:\/\/pages.charlotte.edu\/connections\/links\/mobile-health\/,mobile health,Mohamed Shehab,https://pages.charlotte.edu/connections/people/mshehab/,,,,
College of Computing & Informatics,security,1,https:\/\/pages.charlotte.edu\/connections\/links\/security\/,security,Mohamed Shehab,https://pages.charlotte.edu/connections/people/mshehab/,,,,
College of Computing & Informatics,web services,1,https:\/\/pages.charlotte.edu\/connections\/links\/web-services\/,web services,Mohamed Shehab,https://pages.charlotte.edu/connections/people/mshehab/,,,,
College of Computing & Informatics,abstract interpretation,1,https:\/\/pages.charlotte.edu\/connections\/links\/abstract-interpretation\/,abstract interpretation,Meera Sridhar,https://pages.charlotte.edu/connections/people/msridhar/,,,,
College of Computing & Informatics,binary instrumentation,1,https:\/\/pages.charlotte.edu\/connections\/links\/binary-instrumentation\/,binary instrumentation,Meera Sridhar,https://pages.charlotte.edu/connections/people/msridhar/,,,,
College of Computing & Informatics,cyber-physical systems security,1,https:\/\/pages.charlotte.edu\/connections\/links\/cyber-physical-systems-security\/,cyber-physical systems security,Meera Sridhar,https://pages.charlotte.edu/connections/people/msridhar/,,,,
College of Computing & Informatics,in-lined reference monitoring,1,https:\/\/pages.charlotte.edu\/connections\/links\/in-lined-reference-monitoring\/,in-lined reference monitoring,Meera Sridhar,https://pages.charlotte.edu/connections/people/msridhar/,,,,
College of Computing & Informatics,language analysis,1,https:\/\/pages.charlotte.edu\/connections\/links\/language-analysis\/,language analysis,Meera Sridhar,https://pages.charlotte.edu/connections/people/msridhar/,,,,
College of Computing & Informatics,language design,1,https:\/\/pages.charlotte.edu\/connections\/links\/language-design\/,language design,Meera Sridhar,https://pages.charlotte.edu/connections/people/msridhar/,,,,
College of Computing & Informatics,language-based web security solutions,1,https:\/\/pages.charlotte.edu\/connections\/links\/language-based-web-security-solutions\/,language-based web security solutions,Meera Sridhar,https://pages.charlotte.edu/connections/people/msridhar/,,,,
College of Computing & Informatics,information privacy,1,https:\/\/pages.charlotte.edu\/connections\/links\/information-privacy\/,information privacy,Bei-Tseng Chu,https://pages.charlotte.edu/connections/people/billchu/,,,,
College of Computing & Informatics,bimanual interaction,1,https:\/\/pages.charlotte.edu\/connections\/links\/bimanual-interaction\/,bimanual interaction,Alberto Gonzalez,https://pages.charlotte.edu/connections/people/agonza32/,,,,
College of Computing & Informatics,preemptive systems,1,https:\/\/pages.charlotte.edu\/connections\/links\/preemptive-systems\/,preemptive systems,Harini Ramaprasad,https://pages.charlotte.edu/connections/people/hramapra/,,,,
College of Computing & Informatics,design studies,1,https:\/\/pages.charlotte.edu\/connections\/links\/design-studies\/,design studies,Jing Yang,https://pages.charlotte.edu/connections/people/jyang13/,,,,
College of Computing & Informatics,distributed databases,1,https:\/\/pages.charlotte.edu\/connections\/links\/distributed-databases\/,distributed databases,Angelina Tzacheva,https://pages.charlotte.edu/connections/people/aatzache/,,,,
College of Computing & Informatics,knowledge discovery,1,https:\/\/pages.charlotte.edu\/connections\/links\/knowledge-discovery\/,knowledge discovery,Angelina Tzacheva,https://pages.charlotte.edu/connections/people/aatzache/,,,,
College of Computing & Informatics,multimedia databases,1,https:\/\/pages.charlotte.edu\/connections\/links\/multimedia-databases\/,multimedia databases,Angelina Tzacheva,https://pages.charlotte.edu/connections/people/aatzache/,,,,
College of Computing & Informatics,communication networks,1,https:\/\/pages.charlotte.edu\/connections\/links\/communication-networks\/,communication networks,,,,,,
College of Computing & Informatics,mobile big data,1,https:\/\/pages.charlotte.edu\/connections\/links\/mobile-big-data\/,mobile big data,,,,,,
College of Computing & Informatics,mobile crowdsensing,1,https:\/\/pages.charlotte.edu\/connections\/links\/mobile-crowdsensing\/,mobile crowdsensing,,,,,,
College of Computing & Informatics,mobile social networks,1,https:\/\/pages.charlotte.edu\/connections\/links\/mobile-social-networks\/,mobile social networks,,,,,,
College of Computing & Informatics,abstract data,1,https:\/\/pages.charlotte.edu\/connections\/links\/abstract-data\/,abstract data,Jing Yang,https://pages.charlotte.edu/connections/people/jyang13/,,,,
College of Computing & Informatics,application design,1,https:\/\/pages.charlotte.edu\/connections\/links\/application-design\/,application design,Jing Yang,https://pages.charlotte.edu/connections/people/jyang13/,,,,
College of Computing & Informatics,cluster-based visual analytics and animations,1,https:\/\/pages.charlotte.edu\/connections\/links\/cluster-based-visual-analytics-and-animations\/,cluster-based visual analytics and animations,Jing Yang,https://pages.charlotte.edu/connections/people/jyang13/,,,,
College of Computing & Informatics,finance,1,https:\/\/pages.charlotte.edu\/connections\/links\/finance\/,finance,Jing Yang,https://pages.charlotte.edu/connections/people/jyang13/,,,,
College of Computing & Informatics,signal processing,1,https:\/\/pages.charlotte.edu\/connections\/links\/signal-processing\/,signal processing,,,,,,
College of Computing & Informatics,insight management visualization,1,https:\/\/pages.charlotte.edu\/connections\/links\/insight-management-visualization\/,insight management visualization,Jing Yang,https://pages.charlotte.edu/connections/people/jyang13/,,,,
College of Computing & Informatics,interactions visualization,1,https:\/\/pages.charlotte.edu\/connections\/links\/interactions-visualization\/,interactions visualization,Jing Yang,https://pages.charlotte.edu/connections/people/jyang13/,,,,
College of Computing & Informatics,multidimensional data,1,https:\/\/pages.charlotte.edu\/connections\/links\/multidimensional-data\/,multidimensional data,Jing Yang,https://pages.charlotte.edu/connections/people/jyang13/,,,,
College of Computing & Informatics,networks and hierarchies,1,https:\/\/pages.charlotte.edu\/connections\/links\/networks-and-hierarchies\/,networks and hierarchies,Jing Yang,https://pages.charlotte.edu/connections/people/jyang13/,,,,
College of Computing & Informatics,sports,1,https:\/\/pages.charlotte.edu\/connections\/links\/sports\/,sports,Krystion Obie Nelson,https://pages.charlotte.edu/connections/people/ksobie/,Jing Yang,https://pages.charlotte.edu/connections/people/jyang13/,,
College of Computing & Informatics,text documents,1,https:\/\/pages.charlotte.edu\/connections\/links\/text-documents\/,text documents,Jing Yang,https://pages.charlotte.edu/connections/people/jyang13/,,,,
College of Computing & Informatics,time-oriented data,1,https:\/\/pages.charlotte.edu\/connections\/links\/time-oriented-data\/,time-oriented data,Jing Yang,https://pages.charlotte.edu/connections/people/jyang13/,,,,
College of Computing & Informatics,trajectory data,1,https:\/\/pages.charlotte.edu\/connections\/links\/trajectory-data\/,trajectory data,Jing Yang,https://pages.charlotte.edu/connections/people/jyang13/,,,,
College of Computing & Informatics,biomedical instrumentation,1,https:\/\/pages.charlotte.edu\/connections\/links\/biomedical-instrumentation\/,biomedical instrumentation,M.Taghi Mostafavi,https://pages.charlotte.edu/connections/people/taghi/,,,,
College of Computing & Informatics,ovarian cancer research,1,https:\/\/pages.charlotte.edu\/connections\/links\/ovarian-cancer-research\/,ovarian cancer research,M.Taghi Mostafavi,https://pages.charlotte.edu/connections/people/taghi/,,,,
College of Computing & Informatics,video understanding,1,https:\/\/pages.charlotte.edu\/connections\/links\/video-understanding\/,video understanding,,,,,,
College of Computing & Informatics,sensor networks,1,https:\/\/pages.charlotte.edu\/connections\/links\/sensor-networks\/,sensor networks,,,,,,
College of Computing & Informatics,creativity support tools,1,https:\/\/pages.charlotte.edu\/connections\/links\/creativity-support-tools\/,creativity support tools,Alberto Gonzalez,https://pages.charlotte.edu/connections/people/agonza32/,,,,
College of Computing & Informatics,data science,1,https:\/\/pages.charlotte.edu\/connections\/links\/data-science\/,data science,Douglas Hague,https://pages.charlotte.edu/connections/people/dhague/,Rob Cramer,https://pages.charlotte.edu/connections/people/rcramer4/,Yinghao Pan,https://pages.charlotte.edu/connections/people/ypan8/
College of Computing & Informatics,exploratory satisficing,1,https:\/\/pages.charlotte.edu\/connections\/links\/exploratory-satisficing\/,exploratory satisficing,Alberto Gonzalez,https://pages.charlotte.edu/connections/people/agonza32/,,,,
College of Computing & Informatics,interactive dance,1,https:\/\/pages.charlotte.edu\/connections\/links\/interactive-dance\/,interactive dance,Alberto Gonzalez,https://pages.charlotte.edu/connections/people/agonza32/,,,,
College of Computing & Informatics,interface explorability,1,https:\/\/pages.charlotte.edu\/connections\/links\/interface-explorability\/,interface explorability,Alberto Gonzalez,https://pages.charlotte.edu/connections/people/agonza32/,,,,
College of Computing & Informatics,novel interaction techniques,1,https:\/\/pages.charlotte.edu\/connections\/links\/novel-interaction-techniques\/,novel interaction techniques,Alberto Gonzalez,https://pages.charlotte.edu/connections/people/agonza32/,,,,
College of Computing & Informatics,tangible interaction,1,https:\/\/pages.charlotte.edu\/connections\/links\/tangible-interaction\/,tangible interaction,Alberto Gonzalez,https://pages.charlotte.edu/connections/people/agonza32/,,,,
College of Computing & Informatics,advanced machine learning,1,https:\/\/pages.charlotte.edu\/connections\/links\/advanced-machine-learning\/,advanced machine learning,,,,,,
College of Computing & Informatics,artificial intelligence,1,https:\/\/pages.charlotte.edu\/connections\/links\/artificial-intelligence\/,artificial intelligence,Chengde Wu,https://pages.charlotte.edu/connections/people/cwu23/,Cheryl Brown,https://pages.charlotte.edu/connections/people/cheryl-brown/,,
College of Computing & Informatics,artificial thinking,1,https:\/\/pages.charlotte.edu\/connections\/links\/artificial-thinking\/,artificial thinking,,,,,,
College of Computing & Informatics,computational intelligence,1,https:\/\/pages.charlotte.edu\/connections\/links\/computational-intelligence\/,computational intelligence,,,,,,
College of Computing & Informatics,complex systems,1,https:\/\/pages.charlotte.edu\/connections\/links\/complex-systems\/,complex systems,Sheng-Guo Wang,https://pages.charlotte.edu/connections/people/swang/,Sukumar Kamalasadan,https://pages.charlotte.edu/connections/people/skamalas/,Mirsad Hadzikadic,https://pages.charlotte.edu/connections/people/mirsad/
College of Computing & Informatics,health informatics,1,https:\/\/pages.charlotte.edu\/connections\/links\/health-informatics\/,health informatics,Mirsad Hadzikadic,https://pages.charlotte.edu/connections/people/mirsad/,,,,
College of Computing & Informatics,search and retrieval,1,https:\/\/pages.charlotte.edu\/connections\/links\/search-and-retrieval\/,search and retrieval,,,,,,
College of Computing & Informatics,SOPHI,1,https:\/\/pages.charlotte.edu\/connections\/links\/sophi\/,SOPHI,Mirsad Hadzikadic,https://pages.charlotte.edu/connections/people/mirsad/,,,,
College of Computing & Informatics,interactive computer graphics,1,https:\/\/pages.charlotte.edu\/connections\/links\/interactive-computer-graphics\/,interactive computer graphics,Kalpathi Subramanian,https://pages.charlotte.edu/connections/people/krs/,,,,
College of Computing & Informatics,visual learning,1,https:\/\/pages.charlotte.edu\/connections\/links\/visual-learning\/,visual learning,Kalpathi Subramanian,https://pages.charlotte.edu/connections/people/krs/,,,,
College of Computing & Informatics,big data,1,https:\/\/pages.charlotte.edu\/connections\/links\/big-data\/,big data,Justin Grandinetti,https://pages.charlotte.edu/connections/people/jgrandin/,Scott Tonidandel,https://pages.charlotte.edu/connections/people/scott-tonidandel/,Tao Han,https://pages.charlotte.edu/connections/people/than3/
College of Computing & Informatics,biometrics,1,https:\/\/pages.charlotte.edu\/connections\/links\/biometrics\/,biometrics,,,,,,
College of Computing & Informatics,distributed control,1,https:\/\/pages.charlotte.edu\/connections\/links\/distributed-control\/,distributed control,,,,,,
College of Computing & Informatics,human language technologies,1,https:\/\/pages.charlotte.edu\/connections\/links\/human-language-technologies\/,human language technologies,,,,,,
College of Computing & Informatics,multimedia processing,1,https:\/\/pages.charlotte.edu\/connections\/links\/multimedia-processing\/,multimedia processing,,,,,,
College of Computing & Informatics,natural language processing,1,https:\/\/pages.charlotte.edu\/connections\/links\/natural-language-processing\/,natural language processing,Benjamin Radford,https://pages.charlotte.edu/connections/people/bradfor7/,,,,
College of Computing & Informatics,pattern recognition,1,https:\/\/pages.charlotte.edu\/connections\/links\/pattern-recognition\/,pattern recognition,,,,,,
College of Computing & Informatics,transcriptomics,1,https:\/\/pages.charlotte.edu\/connections\/links\/transcriptomics\/,transcriptomics,Cynthia Gibas,https://pages.charlotte.edu/connections/people/cgibas/,Christine Richardson,https://pages.charlotte.edu/connections/people/christine-richardson/,,
College of Education,teacher education,6,https:\/\/pages.charlotte.edu\/connections\/links\/teacher-education\/,teacher education,Marissa Nesbit,https://pages.charlotte.edu/connections/people/mnesbit4/,Tehia Glass,https://pages.charlotte.edu/connections/people/tstarker/,Adriana Medina,https://pages.charlotte.edu/connections/people/amedina1/
College of Education,school counseling,5,https:\/\/pages.charlotte.edu\/connections\/links\/school-counseling\/,school counseling,Sejal Foxx,https://pages.charlotte.edu/connections/people/sbparikh/,Edward Wierzalis,https://pages.charlotte.edu/connections/people/eawierza/,Phyllis Post,https://pages.charlotte.edu/connections/people/ppost/
College of Education,students with disabilities,4,https:\/\/pages.charlotte.edu\/connections\/links\/students-with-disabilities\/,students with disabilities,Elizabeth Yoder,https://pages.charlotte.edu/connections/people/eyoder1/,Shawnee Wakeman,https://pages.charlotte.edu/connections/people/slwakema/,Fred Spooner,https://pages.charlotte.edu/connections/people/fhspoone/
College of Education,applied behavior analysis,4,https:\/\/pages.charlotte.edu\/connections\/links\/applied-behavior-analysis\/,applied behavior analysis,Ya-yu Lo,https://pages.charlotte.edu/connections/people/ylo1/,Charles Wood,https://pages.charlotte.edu/connections/people/clwood/,Fred Spooner,https://pages.charlotte.edu/connections/people/fhspoone/
College of Education,school leadership,3,https:\/\/pages.charlotte.edu\/connections\/links\/school-leadership\/,school leadership,Debra Morris,https://pages.charlotte.edu/connections/people/dsmorris/,Jimmy Watson,https://pages.charlotte.edu/connections/people/jrwatson/,,
College of Education,technology integration,3,https:\/\/pages.charlotte.edu\/connections\/links\/technology-integration\/,technology integration,Kaustavi Sarkar,https://pages.charlotte.edu/connections/people/ksarkar/,Susan Oyarzun,https://pages.charlotte.edu/connections/people/seallred/,Amy Good,https://pages.charlotte.edu/connections/people/agood5/
College of Education,counselor education,2,https:\/\/pages.charlotte.edu\/connections\/links\/counselor-education\/,counselor education,John Nance,https://pages.charlotte.edu/connections/people/jcnance/,Phyllis Post,https://pages.charlotte.edu/connections/people/ppost/,Clare Merlin,https://pages.charlotte.edu/connections/people/cmerlin1/
College of Education,students with cognitive disabilities,2,https:\/\/pages.charlotte.edu\/connections\/links\/students-with-cognitive-disabilities\/,students with cognitive disabilities,Shawnee Wakeman,https://pages.charlotte.edu/connections/people/slwakema/,Fred Spooner,https://pages.charlotte.edu/connections/people/fhspoone/,,
College of Education,research methods,2,https:\/\/pages.charlotte.edu\/connections\/links\/research-methods\/,research methods,Richard Lambert,https://pages.charlotte.edu/connections/people/rglamber/,Claudia Flowers,https://pages.charlotte.edu/connections/people/cpflower/,Zachary Mohr,https://pages.charlotte.edu/connections/people/zachary-mohr/
College of Education,early childhood special education,2,https:\/\/pages.charlotte.edu\/connections\/links\/early-childhood-special-education\/,early childhood special education,Jane Smith,https://pages.charlotte.edu/connections/people/jdianesm/,,,,
College of Education,english learners,2,https:\/\/pages.charlotte.edu\/connections\/links\/english-learners\/,english learners,Kristen Beach,https://pages.charlotte.edu/connections/people/kbeach4/,,,,
College of Education,alternate assessment,2,https:\/\/pages.charlotte.edu\/connections\/links\/alternate-assessment\/,alternate assessment,Shawnee Wakeman,https://pages.charlotte.edu/connections/people/slwakema/,Fred Spooner,https://pages.charlotte.edu/connections/people/fhspoone/,,
College of Education,equity,2,https:\/\/pages.charlotte.edu\/connections\/links\/equity\/,equity,Chris Berry,https://pages.charlotte.edu/connections/people/cberry18/,Sequina DuBose,https://pages.charlotte.edu/connections/people/sdubose5/,Bianca Reisdorf,https://pages.charlotte.edu/connections/people/breisdor/
College of Education,school improvement,2,https:\/\/pages.charlotte.edu\/connections\/links\/school-improvement\/,school improvement,Jimmy Watson,https://pages.charlotte.edu/connections/people/jrwatson/,,,,
College of Education,race,2,https:\/\/pages.charlotte.edu\/connections\/links\/race\/,race,Chris Berry,https://pages.charlotte.edu/connections/people/cberry18/,Tianca Crocker,https://pages.charlotte.edu/connections/people/tcrocke7/,Kelsey Klotz,https://pages.charlotte.edu/connections/people/kklotz1/
College of Education,research methodology,2,https:\/\/pages.charlotte.edu\/connections\/links\/research-methodology\/,research methodology,Dawson Hancock,https://pages.charlotte.edu/connections/people/dhancock/,,,,
College of Education,literacy,2,https:\/\/pages.charlotte.edu\/connections\/links\/literacy\/,literacy,Erin Miller,https://pages.charlotte.edu/connections/people/emille90/,Adriana Medina,https://pages.charlotte.edu/connections/people/amedina1/,Beth Murray,https://pages.charlotte.edu/connections/people/emurra17/
College of Education,inclusion,2,https:\/\/pages.charlotte.edu\/connections\/links\/inclusion\/,inclusion,Elizabeth Yoder,https://pages.charlotte.edu/connections/people/eyoder1/,Sequina DuBose,https://pages.charlotte.edu/connections/people/sdubose5/,Bianca Reisdorf,https://pages.charlotte.edu/connections/people/breisdor/
College of Education,evidence-based practices,2,https:\/\/pages.charlotte.edu\/connections\/links\/evidence-based-practices\/,evidence-based practices,Katherine McGuffin,https://pages.charlotte.edu/connections/people/kdshue/,,,,
College of Education,school reform,2,https:\/\/pages.charlotte.edu\/connections\/links\/school-reform\/,school reform,Christopher O'Brien,https://pages.charlotte.edu/connections/people/cpobrie/,Jimmy Watson,https://pages.charlotte.edu/connections/people/jrwatson/,,
College of Education,educational policy,2,https:\/\/pages.charlotte.edu\/connections\/links\/educational-policy\/,educational policy,Michael Matthews,https://pages.charlotte.edu/connections/people/mmatth36/,Shawnee Wakeman,https://pages.charlotte.edu/connections/people/slwakema/,,
College of Education,differentiated instruction,2,https:\/\/pages.charlotte.edu\/connections\/links\/differentiated-instruction\/,differentiated instruction,Kelly Anderson,https://pages.charlotte.edu/connections/people/keanders/,Cindy Gilson,https://pages.charlotte.edu/connections/people/cgilson/,,
College of Education,early intervention,2,https:\/\/pages.charlotte.edu\/connections\/links\/early-intervention\/,early intervention,Jane Smith,https://pages.charlotte.edu/connections/people/jdianesm/,,,,
College of Education,teacher evaluation,2,https:\/\/pages.charlotte.edu\/connections\/links\/teacher-evaluation\/,teacher evaluation,Anne Cash,https://pages.charlotte.edu/connections/people/acash7/,Dawson Hancock,https://pages.charlotte.edu/connections/people/dhancock/,,
College of Education,diversity,2,https:\/\/pages.charlotte.edu\/connections\/links\/diversity\/,diversity,Mya Wilson,https://pages.charlotte.edu/connections/people/mwils211/,Elizabeth Yoder,https://pages.charlotte.edu/connections/people/eyoder1/,Chris Berry,https://pages.charlotte.edu/connections/people/cberry18/
College of Education,social justice advocacy,2,https:\/\/pages.charlotte.edu\/connections\/links\/social-justice-advocacy\/,social justice advocacy,Sejal Foxx,https://pages.charlotte.edu/connections/people/sbparikh/,Phyllis Post,https://pages.charlotte.edu/connections/people/ppost/,,
College of Education,STEM education,2,https:\/\/pages.charlotte.edu\/connections\/links\/stem-education\/,STEM education,Jae Hoon Lim,https://pages.charlotte.edu/connections/people/jhlim/,Stephanie Moller,https://pages.charlotte.edu/connections/people/stephanie-moller/,,
College of Education,clinical supervision,2,https:\/\/pages.charlotte.edu\/connections\/links\/clinical-supervision\/,clinical supervision,John Nance,https://pages.charlotte.edu/connections/people/jcnance/,John Culbreth,https://pages.charlotte.edu/connections/people/jculbret/,,
College of Education,multicultural education,2,https:\/\/pages.charlotte.edu\/connections\/links\/multicultural-education\/,multicultural education,Lyndon Abrams,https://pages.charlotte.edu/connections/people/lpabrams/,Clare Merlin,https://pages.charlotte.edu/connections/people/cmerlin1/,,
College of Education,urban students,2,https:\/\/pages.charlotte.edu\/connections\/links\/urban-students\/,urban students,Stephen Hancock,https://pages.charlotte.edu/connections/people/sdhancoc/,Jean Vintinner,https://pages.charlotte.edu/connections/people/jpvintin/,,
College of Education,adolescent literacy,2,https:\/\/pages.charlotte.edu\/connections\/links\/adolescent-literacy\/,adolescent literacy,Adriana Medina,https://pages.charlotte.edu/connections/people/amedina1/,David Taylor,https://pages.charlotte.edu/connections/people/dbtaylor/,,
College of Education,assessment,2,https:\/\/pages.charlotte.edu\/connections\/links\/assessment\/,assessment,Claudia Flowers,https://pages.charlotte.edu/connections/people/cpflower/,,,,
College of Education,counselor training,2,https:\/\/pages.charlotte.edu\/connections\/links\/counselor-training\/,counselor training,John Culbreth,https://pages.charlotte.edu/connections/people/jculbret/,Pamela Lassiter,https://pages.charlotte.edu/connections/people/plassite/,,
College of Education,writing instruction,2,https:\/\/pages.charlotte.edu\/connections\/links\/writing-instruction\/,writing instruction,,,,,,
College of Education,black experience of adult education,1,https:\/\/pages.charlotte.edu\/connections\/links\/black-experience-of-adult-education\/,black experience of adult education,Lisa Merriweather,https://pages.charlotte.edu/connections/people/lmerriwe/,,,,
College of Education,Africana philosophy,1,https:\/\/pages.charlotte.edu\/connections\/links\/africana-philosophy\/,Africana philosophy,Lisa Merriweather,https://pages.charlotte.edu/connections/people/lmerriwe/,Danielle Boaz,https://pages.charlotte.edu/connections/people/danielle-boaz/,,
College of Education,anti-black racism,1,https:\/\/pages.charlotte.edu\/connections\/links\/anti-black-racism\/,anti-black racism,Lisa Merriweather,https://pages.charlotte.edu/connections/people/lmerriwe/,,,,
College of Education,race in high school,1,https:\/\/pages.charlotte.edu\/connections\/links\/race-in-high-school\/,race in high school,,,,,,
College of Education,transnational Asian students and their families,1,https:\/\/pages.charlotte.edu\/connections\/links\/transnational-asian-students-and-their-families\/,transnational Asian students and their families,Jae Hoon Lim,https://pages.charlotte.edu/connections/people/jhlim/,,,,
College of Education,qualitative research methods,1,https:\/\/pages.charlotte.edu\/connections\/links\/qualitative-research-methods\/,qualitative research methods,Jae Hoon Lim,https://pages.charlotte.edu/connections/people/jhlim/,David R Langford,https://pages.charlotte.edu/connections/people/david-r-langford/,,
College of Education,equity issues in stem education,1,https:\/\/pages.charlotte.edu\/connections\/links\/equity-issues-in-stem-education\/,equity issues in stem education,Jae Hoon Lim,https://pages.charlotte.edu/connections/people/jhlim/,,,,
College of Education,school administration,1,https:\/\/pages.charlotte.edu\/connections\/links\/school-administration\/,school administration,Debra Morris,https://pages.charlotte.edu/connections/people/dsmorris/,,,,
College of Education,school principals,1,https:\/\/pages.charlotte.edu\/connections\/links\/school-principals\/,school principals,Debra Morris,https://pages.charlotte.edu/connections/people/dsmorris/,,,,
College of Education,online learning,1,https:\/\/pages.charlotte.edu\/connections\/links\/online-learning\/,online learning,Susan Oyarzun,https://pages.charlotte.edu/connections/people/seallred/,,,,
College of Education,instructional technologies,1,https:\/\/pages.charlotte.edu\/connections\/links\/instructional-technologies\/,instructional technologies,,,,,,
